source,target,edge
"pmc_json Pilar"",Dis PMC6112080.xml.json",genetic  diversity,document_parses
pmc_json L. PMC6113620.xml.json,intracellular T. pathogen,document_parses
pdf_json Eiko bbcba5769c3aef1594790aa0d845ba112a0e1ab1.json,IgY  chicks,PMC6115841.xml.json
pmc_json Mohamed PMC6116215.xml.json,Canadian layer flocks,document_parses
pmc_json  PMC6116922.xml.json,limited field vector conditions,document_parses
""",2018 08 "",2018 28,""Zhou",early stage PSCC patients,articles
pmc_json  PMC6120510.xml.json,Santos Bay,document_parses
pmc_json J Mol PMC6121397.xml.json,DTMUV  infection,document_parses
"pmc_json Yuguo"",Int J PMC6121424.xml.json",more hand washing,document_parses
pmc_json J Mol PMC6121662.xml.json,control strategies,document_parses
articles  PMC6125542/,lethal flavivirus mutagenesis,document_parses
PNA·RNA(2  triplexes,binding L(Br)U PNAs,PMC6125629/
pmc_json M PMC6125856.xml.json,FeLV epidemiology,document_parses
pmc  PMC6126552/,suitable  projects,document_parses
pmc_json  PMC6127300.xml.json,affected candidate it,document_parses
pmc_json del PMC6127301.xml.json,associated membrane lung,document_parses
PMC6127617.xml.json,"IAV."",2018 IAV 28,""Zacharias",document_parses
Al Dosari,herbal quality formulations,PMC6130481/
PMC6130681.xml.json,"08 NF 23,""Park",document_parses
pmc_json Peter H. PMC6131151.xml.json,chronic lung diseases,document_parses
pmc_json Dean PMC6131155.xml.json,significant P. monodon,document_parses
pmc  PMC6131681/,aMDA-5 dermato pulmonary syndrome,document_parses
articles  PMC6132074/,demyelinating  disease,document_parses
pmc_json  PMC6132725.xml.json,users,document_parses
pmc_json  PMC6132925.xml.json,distant virus taxonomy relationships,document_parses
"pmc_json Robert"",PLoS PMC6133348.xml.json",metastatic  compound,document_parses
pmc_json Maria PMC6133941.xml.json,IAV replication,document_parses
"primary  "",2018",primary  ageing,PMC6134106.xml.json
pmc_json Mei PMC6138378.xml.json,different  programs,document_parses
"pmc_json Jérôme"",Ann Intensive PMC6141408.xml.json",toxic shock pathophysiology,document_parses
"pmc_json Jaya"",Front PMC6141750.xml.json",viral  components,document_parses
"great  "",2018",great  vaccination,document_parses
pmc  PMC6142742/,new  drugs,document_parses
"pmc_json Antonio J"",Poult PMC6142861.xml.json",ORF 1b ORF virus,document_parses
pmc_json  PMC6142871.xml.json,allergic  inflammation,document_parses
pmc_json  PMC6143907.xml.json,endothelial imaging clinic,document_parses
pmc_json  PMC6144811.xml.json,synthetic gene molecules,document_parses
""",2018  H.Beier",immune  response,PMC6146581.xml.json
Zaib Ur Zaib Meng,users,PMC6148804.xml.json
document_parses  pmc_json,138 genus references,PMC6152317/
pmc_json Giovanni PMC6152969.xml.json,symptomatic  infections,document_parses
"pmc_json Kuang Yao"",Ann PMC6153196.xml.json",users,document_parses
PMC6153504.xml.json,Martin,document_parses
Liu,development,PMC6155963.xml.json
articles Vineet PMC6156156/,Indian  peacock,document_parses
pmc  PMC6157074/,Jack W,document_parses
respiratory Mpumelelo Kabue,respiratory tract infection,""",2018"
"pmc_json Binghe"",Cancer Manag PMC6159783.xml.json",adjuvant TNBC chemotherapy,document_parses
pmc  PMC6161867/,potential camel stem cells,document_parses
"pmc_json C."",J Clin PMC6162857.xml.json",based  disease,document_parses
pmc_json Anthony PMC6163557.xml.json,normal  review,document_parses
articles Laura PMC6164608/,rich  seaweeds,document_parses
"pmc_json H."",Vet PMC6165133.xml.json",animal species health,document_parses
pharmaceutical Wilson Seca,pharmaceutical Juniperus species potential,document_parses
"Basel),,,,document_parses pmc_json PMC6165534.xml.json",drug development,document_parses
"promising influenza virus "",2018",promising influenza virus infection,PMC6165773/
pmc_json PMC6167446.xml.json,human liver diseases,document_parses
pmc_json  PMC6167843.xml.json,pediatric emergency mortality,document_parses
pmc_json Richard PMC6167919.xml.json,infectious  lifecycle,document_parses
"pmc_json Haixue"",Front PMC6170816.xml.json",new  type,document_parses
pmc_json  PMC6170959.xml.json,plantar fascia injury,document_parses
pdf_json/59c41eef8e1d079fc6d1de1cf07cd989c8456d1c.json,therapeutic  strategies,PMC6171904/
articles Med PMC6172811/,diagnostic  tests,document_parses
pmc_json Negl Trop PMC6175292.xml.json,endemic intervention location,document_parses
adult that,high measles transmission,""",2018"
"24,""Li usage Wang",emergent usage virus,document_parses
PMC6179282.xml.json,structural  pH,document_parses
articles  PMC6180194/,infectious host diseases,document_parses
pmc_json Claudia PMC6180237.xml.json,"ZIKV."",2018 09 Noronha",document_parses
pmc_json  PMC6180327.xml.json,complete RV C56 strains,document_parses
""",2018,""Li Ho Mendes",serious  complications,PMC6180471/
Aranday Cortes,ago 6 Africa,PMC6181419.xml.json
"pmc_json Edward C"",Mol PMC6188560.xml.json",current RNA virus replication,document_parses
"pmc_json Minggen"",Med Sci PMC6190919.xml.json",clinical ARDS treatment,document_parses
"pmc_json Mohammad Nazim"",Environ PMC6192828.xml.json",local  conditions,document_parses
"human transmission "",2018",human transmission population,PMC6193292.xml.json
pmc_json Korean Med PMC6193889.xml.json,Yong Sang,document_parses
"pmc_json Guirong"",Sci PMC6193952.xml.json",renal NF signaling,document_parses
pmc_json J Public PMC6194099.xml.json,near health future,document_parses
pmc_json  PMC6194174.xml.json,antiviral interferon effector molecules,document_parses
Bai Mao,"Yu long University SCIENCE B,,,,document_parses",B1700506.pdf
universal composition bias,overlapping selection them,""",2018"
pmc_json Joann PMC6195382.xml.json,PD-1 CC1 treatment,document_parses
"pmc_json John"",Sci PMC6195505.xml.json",antiviral H5N1 strategies,document_parses
pmc_json  PMC6195814.xml.json,scenario,document_parses
"atypical  "",2018,""Gözdaş",atypical  pneumonia,"Med,,,,,document_parses"
pmc_json de PMC6199707.xml.json,low resource settings,document_parses
"pmc_json Zahra"",PLoS PMC6200245.xml.json",based vaccine development,document_parses
PMC6201879.xml.json,improved metabolic syndrome,document_parses
pmc_json  PMC6202802.xml.json,NICU,document_parses
LincRNA survival p21,pathway MSC vitro,""",2018"
pmc_json Christopher PMC6203404.xml.json,infectious transmission diseases,document_parses
pmc  PMC6203586/,better acute pancreatitis,document_parses
"pmc_json N.S."",BMC Infect PMC6206643.xml.json",users,document_parses
pmc  PMC6207329/,immune DNA virus,document_parses
pmc_json  PMC6210129.xml.json,edible food industries,document_parses
pmc  articles,"drug chemical SCV."",2018",document_parses
PMC6212470.xml.json,following  link,document_parses
"pmc_json Mi"",Korean J PMC6212712.xml.json",significantly childhood outcomes,document_parses
pmc_json J Mol PMC6212908.xml.json,functional pathogen infections,document_parses
pmc  PMC6212934/,viral  vaccine,document_parses
viral  Garrett,viral  drugs,PMC6213159.xml.json
pmc_json J Mol PMC6213298.xml.json,hepatic checkpoint inflammation,document_parses
"J Mol Sci,,,,document_parses",tRNA synthetase vivo,PMC6213541.xml.json
pmc_json Hélène PMC6213544.xml.json,current  bats,document_parses
pmc_json  PMC6213772.xml.json,prophylactic  humans,document_parses
pmc_json J Mol PMC6214015.xml.json,molecular  atherosclerosis,document_parses
"11  03,""Tang",first  trimester,PMC6215647.xml.json
pmc_json Gene PMC6215775.xml.json,users,document_parses
pmc_json  PMC6216255.xml.json,neuroinflammatory CNS diseases,document_parses
pmc_json Sarah PMC6219601.xml.json,early MDV chickens,document_parses
pmc_json Sobanjo ter PMC6222055.xml.json,state  mothers,document_parses
pmc_json  PMC6224041.xml.json,scientific  challenge,document_parses
pmc_json Fan PMC6225272.xml.json,similar  derivatives,document_parses
PMC6225867.xml.json,"Ying‐Hen"",Influenza Other Viruses,,,,document_parses",document_parses
pmc_json  PMC6228485.xml.json,four week forecasting horizon,document_parses
PMC6232482.xml.json,"intermediate virulent SFSV."",2018",document_parses
pmc_json  PMC6232770.xml.json,solely tumor tropism,document_parses
"pmc_json David S"",Evol PMC6234328.xml.json",before host response puberty,document_parses
"pmc_json Leopoldo C."",Respir PMC6234778.xml.json",pulmonary  diseases,document_parses
Weichi,domain polymerase fidelity enzymes,PMC6237809.xml.json
articles  PMC6238227/,TNBC cells,document_parses
pmc  PMC6245758/,users,document_parses
pmc_json Rheumatol Online PMC6245778.xml.json,further  confirmation,document_parses
pmc_json Matthew PMC6247092.xml.json,evolutionary primate descent,document_parses
"Reyes Infect Dis,,,,document_parses",therefore cell surface,PMC6249560.xml.json
"pmc_json Fatah"",The PMC6249571.xml.json","Diseases,,,,document_parses Fatah"",The pdf_json/44d183ae20a5b4fa9ffa65f25f28134c4ac190d2.json",document_parses
pmc_json  PMC6249601.xml.json,future Ebola epidemics,document_parses
pmc_json  PMC6249671.xml.json,variable IFN λ subtypes,document_parses
12,possible  solutions,PMC6249990/
11 stress Peter,stalled stress forks,PMC6251625.xml.json
pmc_json  PMC6251810.xml.json,human tumor cell lines,document_parses
"CD8(+ T "",2018",Tr1 cells Treg cells,document_parses
PMC6253891.xml.json,elemental  analyses,document_parses
pmc_json  PMC6253989.xml.json,conveniently adult PPMOs,document_parses
autoimmune  Massimo,autoimmune  diseases,PMC6255909.xml.json
pmc_json Infect PMC6256373.xml.json,poultry,document_parses
pmc_json Resour PMC6256532.xml.json,developing disease management strategies,document_parses
pmc_json  PMC6260693.xml.json,biological checkpoint biomarkers,document_parses
"prior  "",2018",prior  shipment,PMC6261828.xml.json
pmc  PMC6262443/,PEDV porcine infection,document_parses
PMC6264369.xml.json,pharmaceutical virus industry,document_parses
PMC6265477.xml.json,11  Yuichiro,document_parses
pmc_json  PMC6265742.xml.json,unit PiCV pigeons,articles
pmc_json Xiao PMC6266276.xml.json,broad spectrum antivirals,document_parses
pmc_json Jonathan PMC6266330.xml.json,antiviral ERB genes,document_parses
pmc_json Mohamed PMC6266937.xml.json,immune IBV response,document_parses
pmc_json Complement Altern PMC6267063.xml.json,respiratory  Taiwan,document_parses
pmc_json  PMC6267074.xml.json,users,document_parses
pmc_json Susan PMC6267452.xml.json,when  pathogens,document_parses
pmc_json  PMC6268710.xml.json,well cell membrane permeability,document_parses
pmc  PMC6269246/,pandemic  emergence,document_parses
"pmc_json Gerardo"",Am J PMC6269250.xml.json",ethnic mortality groups,document_parses
""",2013 Hsin Wu",""",2013 inhibition 12",PMC6269914/
- 04 Brewster,commercial Isothermal Amplification Kits,document_parses
pmc_json Matthew PMC6272314.xml.json,thereby treatment heart,document_parses
PMC6272327.xml.json,"active HCV NS5B."",2015",document_parses
"27,""Słomińska protein Wojewódzka",proteosomal protein degradation,PMC6272441.xml.json
pmc_json Susana PMC6272462.xml.json,lately  literature,document_parses
pmc_json Diana PMC6272500.xml.json,tested Schiff microorganisms,document_parses
PMC6272920.xml.json,also anticancer work,document_parses
apoptotic Yi Chang,apoptotic HL-60 pathways,""",2016"
pmc_json Qi PMC6274419.xml.json,02,document_parses
pmc_json J Mol PMC6274812.xml.json,additional combination drugs,document_parses
""",2008 Mol Biol",better  accuracy,PMC6275871/
"pmc_json B."",Clin Infect PMC6276926.xml.json",RV infection,document_parses
PMC6277082.xml.json,Himani 12 Kumari,document_parses
"Pathog,,,,document_parses Jared pdf_json/3aff001f58d03faf2bea881dfd5a0ea5706695ef.json",3 RNA UTRs,document_parses
pmc_json  PMC6277751.xml.json,respiratory  viruses,document_parses
pmc_json  PMC6279015.xml.json,orientalis antibody responses,document_parses
pmc_json Li PMC6279349.xml.json,Atg8  binding,document_parses
positive  effect,routine school measure,PMC6283473.xml.json
"pmc_json Yoshitaka"",Inflamm PMC6284315.xml.json",human skin diseases,document_parses
pmc_json pdf_json PMC6284464.xml.json,unfavorable CHIKV infection,document_parses
pmc_json Infect PMC6286525.xml.json,pneumococcal  pandemic,document_parses
"pmc_json Hongxia"",Front PMC6287043.xml.json",moderate SONFH evidence,document_parses
viral HPAI which,therapeutic H5N1 future,""",2018"
"advanced steroid "",2018",advanced steroid age,PMC6288515.xml.json
"pmc_json Cornelia A."",Front PMC6291514.xml.json",potential ID infections,document_parses
Nipah We,namely Mononegavirales bornaviruses,PMC6291800.xml.json
"Rofina Yasmin"",PeerJ,,,,document_parses pmc_json PMC6294049.xml.json",immunotherapeutic  toxoplasmosis,document_parses
"individual cancer "",2018",individual cancer therapeutics,PMC6294775.xml.json
pmc_json Infect PMC6295085.xml.json,treated  patients,document_parses
"pmc_json Marc"",Crit PMC6296115.xml.json",users,document_parses
pmc  PMC6297142/,inside host cells,document_parses
pmc_json  PMC6298769.xml.json,length  stay,document_parses
David S. pmc_json PMC6299562.xml.json,users,document_parses
"pmc_json Charles"",PLoS PMC6300203.xml.json",uniform  standards,document_parses
PMC6300492.xml.json,"factor HBP1."",2018 12 13,""Yu",document_parses
pmc  PMC6300606/,structural T6SS baseplate architecture,document_parses
pmc_json David PMC6300621.xml.json,rickettsial  diseases,document_parses
"pmc_json Anshu"",Mucosal PMC6301110.xml.json",respiratory host infections,document_parses
"pmc_json Ana"",PLoS PMC6301571.xml.json",other IBV genotypes,document_parses
pmc_json  PMC6302428.xml.json,further death rate,document_parses
"pmc_json Sue"",Emerg Infect PMC6302599.xml.json",high FeLV infection,document_parses
"12 Christine Commun,,,,document_parses",potential disease animals,PMC6303316/
pmc_json Heui PMC6305387.xml.json,specific pathogen infection,document_parses
pmc_json  PMC6305816.xml.json,clinical  laboratory,document_parses
pmc  PMC6306240/,immune O. volvulus,document_parses
pmc J Clin PMC6306626/,stringent vaccination rate,document_parses
"11  11,""Ho",public health decisions,PMC6306840/
PMC6307204.xml.json,signalling NF HUVECs,document_parses
Andrea  Caltabiano,users,PMC6307234.xml.json
pmc  PMC6307299/,evolutionary  adaptation,document_parses
pmc  PMC6307766/,local network level,document_parses
"pmc_json S."",BMC Infect PMC6311067.xml.json",such organ myocarditis,document_parses
"pmc_json Chan"",Oxid Med PMC6311761.xml.json",viral  poultry,document_parses
pmc_json  PMC6312344.xml.json,intensive  approaches,document_parses
pmc_json Negl Trop PMC6312349.xml.json,realistic intervention impact predictions,document_parses
important Christopher Eisenhauer,important Z protein function,PMC6313517.xml.json
"Res Public Health,,,,document_parses",emerging  infections,PMC6313552.xml.json
"Basel),,,,document_parses pmc_json PMC6313918.xml.json",clinical trial assays,document_parses
articles  PMC6314580/,Thai Clinical Trials Registry,document_parses
"pmc_json Magdalena"",Front PMC6315164.xml.json",based vaccine carriers,document_parses
Qinghua drug Cheng,Ebola drug development,PMC6315506.xml.json
pmc_json Liang PMC6315547.xml.json,HCV  agent,document_parses
pmc_json  PMC6315842.xml.json,evolving  scenario,document_parses
pmc_json  PMC6315852.xml.json,IFN response,document_parses
viral disease We,structure drug relationship,""",2018"
pmc_json Andrew PMC6316447.xml.json,diagnostic POC use,document_parses
pmc_json Sophie PMC6317222.xml.json,bacterial healthcare facilities,PMC6317222/
good  that,them,"L."",F1000Res,,,,,document_parses"
"infection "",2018",infection severity,PMC6317801.xml.json
""",2018",users,document_parses
pmc_json Sang PMC6318967.xml.json,same  period,document_parses
pmc  PMC6318987/,users,document_parses
PMC6320688.xml.json,problem,PMC6320688/
pmc_json Arnóbio PMC6320969.xml.json,Santos Silva Alianda Egito,document_parses
